start_date,median_date,end_date,spread,pollster,n,party,pct
2021-06-25,2021-06-27,2021-06-28,4,INSA,2060.0,fdp,0.13
2021-06-22,2021-06-26,2021-06-28,7,Forsa,2501.0,fdp,0.12
2021-06-21,2021-06-24,2021-06-27,7,Ipsos,2002.0,fdp,0.11
2021-06-21,2021-06-24,2021-06-25,5,INSA,1203.0,fdp,0.12
2021-06-22,2021-06-24,2021-06-24,3,Forschungsgruppe Wahlen,1271.0,fdp,0.1
2021-06-22,2021-06-23,2021-06-23,2,Infratest dimap,1217.0,fdp,0.11
2021-06-16,2021-06-20,2021-06-23,8,Civey,10087.0,fdp,0.12
2021-06-15,2021-06-19,2021-06-22,8,Kantar,1430.0,fdp,0.11
2021-06-15,2021-06-18,2021-06-21,7,Forsa,2502.0,fdp,0.13
2021-06-18,2021-06-20,2021-06-21,4,INSA,2082.0,fdp,0.14
2021-06-16,2021-06-19,2021-06-21,6,GMS,1002.0,fdp,0.12
2021-06-15,2021-06-18,2021-06-21,7,Forsa,2502.0,fdp,0.13
2021-06-14,2021-06-16,2021-06-18,5,INSA,1502.0,fdp,0.13
2021-06-09,2021-06-13,2021-06-16,8,Civey,10094.0,fdp,0.13
2021-06-09,2021-06-12,2021-06-15,7,Kantar,1413.0,fdp,0.12
2021-06-11,2021-06-13,2021-06-14,4,INSA,2038.0,fdp,0.135
2021-06-08,2021-06-12,2021-06-14,7,Forsa,2501.0,fdp,0.14
2021-06-07,2021-06-10,2021-06-11,5,INSA,1401.0,fdp,0.13
2021-06-08,2021-06-09,2021-06-09,2,Redfield & Wilton Strategies,1500.0,fdp,0.14
2021-06-07,2021-06-08,2021-06-09,3,Infratest dimap,1316.0,fdp,0.12
2021-06-07,2021-06-08,2021-06-09,3,Forschungsgruppe Wahlen,1232.0,fdp,0.1
2021-06-02,2021-06-06,2021-06-09,8,Civey,10096.0,fdp,0.12
2021-05-28,2021-06-04,2021-06-09,13,Allensbach,1070.0,fdp,0.11
2021-06-02,2021-06-06,2021-06-08,7,Kantar,1421.0,fdp,0.13
2021-06-04,2021-06-06,2021-06-07,4,INSA,2015.0,fdp,0.135
2021-06-01,2021-06-04,2021-06-07,7,Forsa,2501.0,fdp,0.14
2021-05-31,2021-06-02,2021-06-04,5,INSA,1380.0,fdp,0.12
2021-05-26,2021-05-30,2021-06-02,8,Civey,10015.0,fdp,0.12
2021-05-26,2021-05-29,2021-06-01,7,Kantar,1419.0,fdp,0.13
2021-05-28,2021-05-30,2021-05-31,4,INSA,2040.0,fdp,0.135
2021-05-25,2021-05-29,2021-05-31,7,Forsa,2500.0,fdp,0.14
2021-05-25,2021-05-27,2021-05-28,4,INSA,1301.0,fdp,0.13
2021-05-21,2021-05-23,2021-05-25,5,INSA,2128.0,fdp,0.125
2021-05-19,2021-05-23,2021-05-25,7,Kantar,1422.0,fdp,0.12
2021-05-19,2021-05-23,2021-05-25,7,Civey,10016.0,fdp,0.13
2021-05-18,2021-05-22,2021-05-25,8,Ipsos,2014.0,fdp,0.11
2021-05-21,2021-05-23,2021-05-24,4,YouGov,1706.0,fdp,0.12
2021-05-18,2021-05-20,2021-05-21,4,Forsa,2004.0,fdp,0.13
2021-05-17,2021-05-19,2021-05-21,5,INSA,1405.0,fdp,0.13
2021-05-18,2021-05-19,2021-05-20,3,Forschungsgruppe Wahlen,1229.0,fdp,0.11
2021-05-12,2021-05-16,2021-05-19,8,Civey,10050.0,fdp,0.12
2021-05-11,2021-05-15,2021-05-18,8,Kantar,1445.0,fdp,0.11
2021-05-14,2021-05-16,2021-05-17,4,INSA,2023.0,fdp,0.125
2021-05-11,2021-05-15,2021-05-17,7,Forsa,2001.0,fdp,0.11
2021-05-11,2021-05-15,2021-05-17,7,GMS,1005.0,fdp,0.11
2021-05-10,2021-05-13,2021-05-14,5,INSA,1350.0,fdp,0.11
2021-05-01,2021-05-07,2021-05-13,13,Allensbach,1027.0,fdp,0.1
2021-05-10,2021-05-11,2021-05-11,2,Infratest dimap,1198.0,fdp,0.12
2021-05-06,2021-05-09,2021-05-11,6,Kantar,1428.0,fdp,0.11
2021-05-07,2021-05-09,2021-05-10,4,INSA,2055.0,fdp,0.12
2021-05-04,2021-05-07,2021-05-10,7,Forsa,2501.0,fdp,0.11
2021-05-05,2021-05-06,2021-05-06,2,Redfield & Wilton Strategies,1950.0,fdp,0.12
2021-05-04,2021-05-05,2021-05-06,3,Forschungsgruppe Wahlen,1271.0,fdp,0.1
2021-05-03,2021-05-05,2021-05-05,3,Infratest dimap,1351.0,fdp,0.11
2021-04-29,2021-05-03,2021-05-05,7,Kantar,1910.0,fdp,0.12
2021-04-28,2021-05-02,2021-05-05,8,Civey,10028.0,fdp,0.11
2021-04-30,2021-05-02,2021-05-03,4,INSA,2075.0,fdp,0.12
2021-04-27,2021-05-01,2021-05-03,7,Forsa,2508.0,fdp,0.12
2021-04-22,2021-04-25,2021-04-28,7,Kantar,1442.0,fdp,0.11
2021-04-23,2021-04-25,2021-04-26,4,INSA,2082.0,fdp,0.12
2021-04-23,2021-04-25,2021-04-26,4,YouGov,1643.0,fdp,0.11
2021-04-20,2021-04-23,2021-04-26,7,Forsa,2507.0,fdp,0.12
2021-04-19,2021-04-23,2021-04-26,8,Civey,10039.0,fdp,0.11
2021-04-23,2021-04-23,2021-04-23,1,INSA (intermediate result),1000.0,fdp,0.12
2021-04-15,2021-04-19,2021-04-21,7,Kantar,1225.0,fdp,0.09
2021-04-14,2021-04-18,2021-04-21,8,Civey,10064.0,fdp,0.09
2021-04-20,2021-04-21,2021-04-20,1,Forsa (intermediate result),1502.0,fdp,0.12
2021-04-20,2021-04-21,2021-04-20,1,INSA,1000.0,fdp,0.11
2021-04-16,2021-04-18,2021-04-19,4,INSA,3057.0,fdp,0.11
2021-04-13,2021-04-15,2021-04-16,4,Forsa,2003.0,fdp,0.1
2021-04-15,2021-04-15,2021-04-15,1,INSA,1007.0,fdp,0.1
2021-04-13,2021-04-15,2021-04-15,3,Forschungsgruppe Wahlen,1292.0,fdp,0.09
2021-04-06,2021-04-11,2021-04-15,10,Allensbach,1051.0,fdp,0.1
2021-04-13,2021-04-14,2021-04-14,2,Infratest dimap,1174.0,fdp,0.11
2021-04-08,2021-04-11,2021-04-14,7,Kantar,1437.0,fdp,0.09
2021-04-09,2021-04-11,2021-04-12,4,INSA,3174.0,fdp,0.1
2021-04-06,2021-04-09,2021-04-12,7,Forsa,2500.0,fdp,0.09
2021-03-31,2021-04-04,2021-04-07,8,Kantar,1448.0,fdp,0.09
2021-03-30,2021-04-01,2021-04-01,3,INSA,3020.0,fdp,0.1
2021-03-30,2021-04-01,2021-04-01,3,Forsa,1501.0,fdp,0.1
2021-03-25,2021-03-28,2021-03-31,7,Kantar,1429.0,fdp,0.09
2021-03-29,2021-03-30,2021-03-30,2,Infratest dimap,1348.0,fdp,0.09
2021-03-26,2021-03-28,2021-03-29,4,INSA,3049.0,fdp,0.105
2021-03-25,2021-03-28,2021-03-29,5,YouGov,1637.0,fdp,0.1
2021-03-24,2021-03-27,2021-03-29,6,GMS,1003.0,fdp,0.11
2021-03-23,2021-03-26,2021-03-29,7,Forsa,2503.0,fdp,0.1
2021-03-23,2021-03-24,2021-03-25,3,Forschungsgruppe Wahlen,1030.0,fdp,0.09
2021-03-18,2021-03-22,2021-03-24,7,Kantar,1447.0,fdp,0.1
2021-03-17,2021-03-21,2021-03-24,8,Civey,10066.0,fdp,0.09
2021-03-19,2021-03-21,2021-03-22,4,INSA,3104.0,fdp,0.105
2021-03-16,2021-03-20,2021-03-22,7,Forsa,2511.0,fdp,0.1
2021-03-08,2021-03-15,2021-03-21,14,Allensbach,1006.0,fdp,0.085
2021-03-19,2021-03-20,2021-03-19,1,INSA (intermediate result),1042.0,fdp,0.1
2021-03-15,2021-03-16,2021-03-17,3,Infratest dimap,1207.0,fdp,0.09
2021-03-11,2021-03-14,2021-03-17,7,Kantar,1942.0,fdp,0.1
2021-03-10,2021-03-14,2021-03-17,8,Civey,10045.0,fdp,0.09
2021-03-12,2021-03-14,2021-03-15,4,INSA,2068.0,fdp,0.105
2021-03-09,2021-03-12,2021-03-15,7,Forsa,2501.0,fdp,0.08
2021-03-04,2021-03-08,2021-03-10,7,Kantar,2378.0,fdp,0.08
2021-03-05,2021-03-07,2021-03-08,4,INSA,2049.0,fdp,0.105
2021-03-02,2021-03-06,2021-03-08,7,Forsa,2510.0,fdp,0.08
2021-02-25,2021-02-28,2021-03-03,7,Kantar,2410.0,fdp,0.09
2021-03-01,2021-03-02,2021-03-02,2,Infratest dimap,1296.0,fdp,0.07
2021-02-26,2021-02-28,2021-03-01,4,INSA,2032.0,fdp,0.1
2021-02-25,2021-02-28,2021-03-01,5,Forsa,2501.0,fdp,0.07
2021-02-23,2021-02-24,2021-02-25,3,Forschungsgruppe Wahlen,1202.0,fdp,0.07
2021-02-18,2021-02-22,2021-02-24,7,Kantar,1869.0,fdp,0.08
2021-02-19,2021-02-21,2021-02-22,4,INSA,2075.0,fdp,0.09
2021-02-18,2021-02-20,2021-02-22,5,YouGov,1619.0,fdp,0.08
2021-02-16,2021-02-20,2021-02-22,7,Forsa,2505.0,fdp,0.08
2021-02-15,2021-02-16,2021-02-17,3,Infratest dimap,1025.0,fdp,0.08
2021-02-11,2021-02-14,2021-02-17,7,Kantar,1905.0,fdp,0.08
2021-02-04,2021-02-11,2021-02-17,14,Allensbach,1082.0,fdp,0.07
2021-02-12,2021-02-14,2021-02-15,4,INSA,2051.0,fdp,0.09
2021-02-10,2021-02-13,2021-02-15,6,GMS,1005.0,fdp,0.07
2021-02-09,2021-02-12,2021-02-15,7,Forsa,2502.0,fdp,0.07
2021-02-04,2021-02-08,2021-02-10,7,Kantar,1569.0,fdp,0.08
2021-02-05,2021-02-07,2021-02-08,4,INSA,2107.0,fdp,0.09
2021-02-02,2021-02-06,2021-02-08,7,Forsa,2501.0,fdp,0.07
2021-02-01,2021-02-02,2021-02-03,3,Infratest dimap,1503.0,fdp,0.08
2021-01-28,2021-01-31,2021-02-03,7,Kantar,1412.0,fdp,0.07
2021-01-29,2021-01-31,2021-02-01,4,YouGov,1606.0,fdp,0.07
2021-01-29,2021-01-31,2021-02-01,4,INSA,2044.0,fdp,0.08
2021-01-26,2021-01-29,2021-02-01,7,Forsa,2503.0,fdp,0.06
2021-01-25,2021-01-27,2021-01-27,3,Forschungsgruppe Wahlen,1371.0,fdp,0.06
2021-01-21,2021-01-25,2021-01-27,7,Kantar,1427.0,fdp,0.07
2021-01-22,2021-01-24,2021-01-25,4,INSA,2038.0,fdp,0.08
2021-01-18,2021-01-22,2021-01-25,8,Forsa,3005.0,fdp,0.07
2021-01-18,2021-01-19,2021-01-20,3,Infratest dimap,1027.0,fdp,0.07
2021-01-14,2021-01-17,2021-01-20,7,Kantar,1922.0,fdp,0.07
2021-01-10,2021-01-15,2021-01-20,11,Allensbach,1080.0,fdp,0.065
2021-01-17,2021-01-18,2021-01-18,2,INSA (intermediate result),1835.0,fdp,0.09
2021-01-15,2021-01-17,2021-01-18,4,INSA,1000.0,fdp,0.085
2021-01-16,2021-01-17,2021-01-17,2,Forsa,2014.0,fdp,0.07
2021-01-11,2021-01-13,2021-01-15,5,Forsa,2504.0,fdp,0.06
2021-01-12,2021-01-13,2021-01-14,3,Forschungsgruppe Wahlen,1262.0,fdp,0.05
2021-01-05,2021-01-09,2021-01-13,9,Kantar,2398.0,fdp,0.07
2021-01-08,2021-01-10,2021-01-11,4,INSA,2042.0,fdp,0.075
2021-01-04,2021-01-07,2021-01-08,5,Forsa,2503.0,fdp,0.07
2021-01-04,2021-01-05,2021-01-06,3,Infratest dimap,1520.0,fdp,0.07
2020-12-30,2021-01-03,2021-01-05,7,YouGov,1588.0,fdp,0.06
2021-01-01,2021-01-03,2021-01-04,4,INSA,2072.0,fdp,0.075
2020-12-29,2021-01-01,2021-01-04,7,GMS,1004.0,fdp,0.06
2020-12-21,2020-12-22,2020-12-23,3,Forsa,1501.0,fdp,0.06
2020-12-18,2020-12-20,2020-12-21,4,INSA,2055.0,fdp,0.08
2020-12-14,2020-12-16,2020-12-18,5,Forsa,2505.0,fdp,0.06
2020-12-10,2020-12-14,2020-12-16,7,Kantar,2401.0,fdp,0.06
2020-12-11,2020-12-13,2020-12-14,4,INSA,2002.0,fdp,0.07
2020-12-07,2020-12-10,2020-12-11,5,Forsa,2503.0,fdp,0.05
2020-11-28,2020-12-04,2020-12-10,13,Allensbach,1022.0,fdp,0.07
2020-12-07,2020-12-08,2020-12-09,3,Infratest dimap,1004.0,fdp,0.06
2020-12-07,2020-12-08,2020-12-09,3,Forschungsgruppe Wahlen,1246.0,fdp,0.05
2020-12-03,2020-12-06,2020-12-09,7,Kantar,2374.0,fdp,0.07
2020-12-04,2020-12-06,2020-12-07,4,INSA,2057.0,fdp,0.08
2020-11-30,2020-12-02,2020-12-04,5,Forsa,2507.0,fdp,0.06
2020-11-30,2020-12-02,2020-12-02,3,Infratest dimap,1507.0,fdp,0.06
2020-11-26,2020-11-30,2020-12-02,7,Kantar,1438.0,fdp,0.07
2020-11-27,2020-11-29,2020-11-30,4,INSA,2046.0,fdp,0.075
2020-11-23,2020-11-26,2020-11-27,5,Forsa,2500.0,fdp,0.06
2020-11-24,2020-11-26,2020-11-26,3,Forschungsgruppe Wahlen,1330.0,fdp,0.05
2020-11-24,2020-11-25,2020-11-25,2,Infratest dimap,1047.0,fdp,0.07
2020-11-19,2020-11-22,2020-11-25,7,Kantar,1517.0,fdp,0.08
2020-11-20,2020-11-22,2020-11-23,4,INSA,2063.0,fdp,0.07
2020-11-19,2020-11-22,2020-11-23,5,YouGov,1632.0,fdp,0.06
2020-11-16,2020-11-18,2020-11-19,4,Forsa,2505.0,fdp,0.06
2020-11-12,2020-11-16,2020-11-18,7,Kantar,1927.0,fdp,0.07
2020-11-13,2020-11-15,2020-11-16,4,INSA,2077.0,fdp,0.07
2020-11-09,2020-11-12,2020-11-13,5,Forsa,2502.0,fdp,0.05
2020-11-10,2020-11-12,2020-11-12,3,Forschungsgruppe Wahlen,1347.0,fdp,0.05
2020-11-09,2020-11-10,2020-11-11,3,Infratest dimap,1504.0,fdp,0.06
2020-11-05,2020-11-08,2020-11-11,7,Kantar,2405.0,fdp,0.07
2020-11-01,2020-11-06,2020-11-11,11,Allensbach,1286.0,fdp,0.065
2020-11-06,2020-11-08,2020-11-09,4,INSA,2030.0,fdp,0.07
2020-11-04,2020-11-07,2020-11-09,6,GMS,1007.0,fdp,0.05
2020-11-02,2020-11-04,2020-11-06,5,Forsa,2502.0,fdp,0.06
2020-10-29,2020-11-02,2020-11-04,7,Kantar,1415.0,fdp,0.07
2020-10-30,2020-11-01,2020-11-02,4,INSA,2035.0,fdp,0.065
2020-10-26,2020-10-29,2020-10-30,5,Forsa,2503.0,fdp,0.06
2020-10-22,2020-10-25,2020-10-28,7,Kantar,1987.0,fdp,0.07
2020-10-23,2020-10-25,2020-10-26,4,INSA,2069.0,fdp,0.065
2020-10-22,2020-10-25,2020-10-26,5,YouGov,1656.0,fdp,0.06
2020-10-19,2020-10-21,2020-10-23,5,Forsa,2503.0,fdp,0.06
2020-10-20,2020-10-21,2020-10-22,3,Forschungsgruppe Wahlen,1297.0,fdp,0.05
2020-10-15,2020-10-19,2020-10-21,7,Kantar,1434.0,fdp,0.06
2020-10-07,2020-10-14,2020-10-20,14,Allensbach,1045.0,fdp,0.06
2020-10-16,2020-10-18,2020-10-19,4,INSA,2074.0,fdp,0.075
2020-10-12,2020-10-15,2020-10-16,5,Forsa,2501.0,fdp,0.06
2020-10-12,2020-10-13,2020-10-14,3,Infratest dimap,1038.0,fdp,0.06
2020-10-08,2020-10-11,2020-10-14,7,Kantar,2407.0,fdp,0.06
2020-10-09,2020-10-11,2020-10-12,4,INSA,2084.0,fdp,0.07
2020-10-07,2020-10-10,2020-10-12,6,GMS,2084.0,fdp,0.05
2020-10-05,2020-10-07,2020-10-09,5,Forsa,2504.0,fdp,0.05
2020-10-06,2020-10-07,2020-10-08,3,Forschungsgruppe Wahlen,1229.0,fdp,0.05
2020-10-01,2020-10-05,2020-10-07,7,Kantar,1411.0,fdp,0.05
2020-10-02,2020-10-04,2020-10-05,4,INSA,2058.0,fdp,0.07
2020-09-29,2020-10-01,2020-10-02,4,Forsa,2502.0,fdp,0.06
2020-09-28,2020-09-29,2020-09-30,3,Infratest dimap,1501.0,fdp,0.06
2020-09-22,2020-09-27,2020-09-30,9,Kantar,2397.0,fdp,0.06
2020-09-25,2020-09-27,2020-09-28,4,INSA,2065.0,fdp,0.065
2020-09-21,2020-09-23,2020-09-25,5,Forsa,2504.0,fdp,0.06
2020-09-17,2020-09-21,2020-09-23,7,Kantar,1509.0,fdp,0.06
2020-09-19,2020-09-21,2020-09-21,3,YouGov,1623.0,fdp,0.05
2020-09-18,2020-09-20,2020-09-21,4,INSA,2067.0,fdp,0.065
2020-09-14,2020-09-17,2020-09-18,5,Forsa,2501.0,fdp,0.05
2020-09-15,2020-09-16,2020-09-16,2,Infratest dimap,1051.0,fdp,0.05
2020-09-14,2020-09-15,2020-09-16,3,Forschungsgruppe Wahlen,1241.0,fdp,0.05
2020-09-10,2020-09-13,2020-09-16,7,Kantar,1534.0,fdp,0.05
2020-09-04,2020-09-11,2020-09-16,13,Allensbach,1043.0,fdp,0.06
2020-09-11,2020-09-13,2020-09-14,4,INSA,2036.0,fdp,0.07
2020-09-07,2020-09-09,2020-09-11,5,Forsa,2501.0,fdp,0.05
2020-09-03,2020-09-07,2020-09-09,7,Kantar,1446.0,fdp,0.06
2020-09-04,2020-09-06,2020-09-07,4,INSA,2068.0,fdp,0.065
2020-08-31,2020-09-03,2020-09-04,5,Forsa,2503.0,fdp,0.05
2020-08-31,2020-09-01,2020-09-02,3,Infratest dimap,1527.0,fdp,0.06
2020-08-27,2020-08-30,2020-09-02,7,Kantar,1447.0,fdp,0.06
2020-08-28,2020-08-30,2020-08-31,4,INSA,2068.0,fdp,0.06
2020-08-24,2020-08-26,2020-08-28,5,Forsa,2502.0,fdp,0.05
2020-08-25,2020-08-26,2020-08-27,3,Forschungsgruppe Wahlen,1303.0,fdp,0.05
2020-08-18,2020-08-22,2020-08-26,9,Kantar,1597.0,fdp,0.06
2020-08-20,2020-08-22,2020-08-24,5,YouGov,1611.0,fdp,0.05
2020-08-21,2020-08-23,2020-08-24,4,INSA,2067.0,fdp,0.065
2020-08-17,2020-08-20,2020-08-21,5,Forsa,2504.0,fdp,0.05
2020-08-13,2020-08-16,2020-08-19,7,Kantar,2107.0,fdp,0.07
2020-08-18,2020-08-19,2020-08-19,2,Infratest dimap,1065.0,fdp,0.06
2020-08-05,2020-08-12,2020-08-18,14,Allensbach,1231.0,fdp,0.055
2020-08-14,2020-08-16,2020-08-17,4,INSA,2101.0,fdp,0.06
2020-08-10,2020-08-12,2020-08-14,5,Forsa,2501.0,fdp,0.06
2020-08-06,2020-08-10,2020-08-12,7,Kantar,1912.0,fdp,0.06
2020-08-11,2020-08-12,2020-08-11,1,INSA,1012.0,fdp,0.07
2020-08-03,2020-08-06,2020-08-07,5,Forsa,2502.0,fdp,0.06
2020-07-30,2020-08-03,2020-08-06,8,Kantar,1564.0,fdp,0.06
2020-08-03,2020-08-04,2020-08-05,3,Infratest dimap,1511.0,fdp,0.06
2020-07-30,2020-08-02,2020-08-04,6,YouGov,1623.0,fdp,0.06
2020-07-31,2020-08-02,2020-08-03,4,INSA,2090.0,fdp,0.065
2020-07-27,2020-07-29,2020-07-31,5,Forsa,2504.0,fdp,0.06
2020-07-28,2020-07-29,2020-07-30,3,Forschungsgruppe Wahlen,1249.0,fdp,0.05
2020-07-23,2020-07-27,2020-07-29,7,Kantar,1449.0,fdp,0.06
2020-07-24,2020-07-26,2020-07-27,4,INSA,2039.0,fdp,0.07
2020-07-22,2020-07-25,2020-07-27,6,GMS,1003.0,fdp,0.06
2020-07-20,2020-07-23,2020-07-24,5,Forsa,2504.0,fdp,0.06
2020-07-21,2020-07-22,2020-07-22,2,Infratest dimap,1064.0,fdp,0.05
2020-07-16,2020-07-19,2020-07-22,7,Kantar,2031.0,fdp,0.06
2020-07-17,2020-07-19,2020-07-20,4,INSA,2049.0,fdp,0.075
2020-07-13,2020-07-15,2020-07-16,4,Forsa,2501.0,fdp,0.06
2020-07-03,2020-07-10,2020-07-16,14,Allensbach,1237.0,fdp,0.055
2020-07-09,2020-07-13,2020-07-15,7,Kantar,1449.0,fdp,0.06
2020-07-10,2020-07-12,2020-07-13,4,INSA,2051.0,fdp,0.07
2020-07-06,2020-07-09,2020-07-10,5,Forsa,2500.0,fdp,0.06
2020-07-07,2020-07-09,2020-07-09,3,Forschungsgruppe Wahlen,1226.0,fdp,0.05
2020-07-02,2020-07-05,2020-07-08,7,Kantar,1426.0,fdp,0.06
2020-07-03,2020-07-05,2020-07-06,4,INSA,2040.0,fdp,0.07
2020-06-29,2020-07-01,2020-07-03,5,Forsa,2503.0,fdp,0.05
2020-06-24,2020-06-29,2020-07-02,9,Kantar,1436.0,fdp,0.06
2020-06-29,2020-07-01,2020-07-01,3,Infratest dimap,1503.0,fdp,0.05
2020-06-26,2020-06-28,2020-06-29,4,INSA,2051.0,fdp,0.07
2020-06-22,2020-06-25,2020-06-26,5,Forsa,2501.0,fdp,0.06
2020-06-23,2020-06-25,2020-06-25,3,Forschungsgruppe Wahlen,1227.0,fdp,0.05
2020-06-23,2020-06-24,2020-06-24,2,Infratest dimap,1068.0,fdp,0.05
2020-06-18,2020-06-21,2020-06-24,7,Kantar,1550.0,fdp,0.06
2020-06-19,2020-06-21,2020-06-22,4,INSA,2058.0,fdp,0.06
2020-06-18,2020-06-21,2020-06-22,5,YouGov,1636.0,fdp,0.05
2020-06-15,2020-06-17,2020-06-19,5,Forsa,2501.0,fdp,0.05
2020-06-10,2020-06-14,2020-06-17,8,Kantar,2403.0,fdp,0.07
2020-06-12,2020-06-14,2020-06-15,4,INSA,2069.0,fdp,0.07
2020-06-09,2020-06-13,2020-06-15,7,GMS,1002.0,fdp,0.06
2020-06-08,2020-06-11,2020-06-13,6,Forsa,2504.0,fdp,0.06
2020-06-01,2020-06-07,2020-06-13,13,Allensbach,1314.0,fdp,0.045
2020-06-08,2020-06-09,2020-06-10,3,Forschungsgruppe Wahlen,1270.0,fdp,0.04
2020-06-04,2020-06-07,2020-06-09,6,Kantar,1934.0,fdp,0.07
2020-06-05,2020-06-07,2020-06-08,4,INSA,2051.0,fdp,0.065
2020-06-02,2020-06-04,2020-06-05,4,Forsa,2002.0,fdp,0.06
2020-06-02,2020-06-03,2020-06-03,2,Infratest dimap,1505.0,fdp,0.06
2020-05-28,2020-06-01,2020-06-03,7,Kantar,1428.0,fdp,0.07
2020-05-29,2020-06-01,2020-06-02,5,INSA,2047.0,fdp,0.055
2020-05-27,2020-05-28,2020-05-29,3,Forsa,1507.0,fdp,0.05
2020-05-26,2020-05-28,2020-05-28,3,Forschungsgruppe Wahlen,1377.0,fdp,0.04
2020-05-20,2020-05-24,2020-05-26,7,Kantar,1934.0,fdp,0.08
2020-05-20,2020-05-24,2020-05-26,7,YouGov,1584.0,fdp,0.05
2020-05-22,2020-05-24,2020-05-25,4,INSA,2062.0,fdp,0.06
2020-05-18,2020-05-20,2020-05-22,5,Forsa,2002.0,fdp,0.05
2020-05-14,2020-05-17,2020-05-19,6,Kantar,1914.0,fdp,0.07
2020-05-15,2020-05-17,2020-05-18,4,INSA,2092.0,fdp,0.06
2020-05-11,2020-05-14,2020-05-15,5,Forsa,2509.0,fdp,0.06
2020-05-12,2020-05-14,2020-05-14,3,Forschungsgruppe Wahlen,1282.0,fdp,0.05
2020-05-06,2020-05-10,2020-05-14,9,Allensbach,1013.0,fdp,0.055
2020-05-12,2020-05-13,2020-05-13,2,Infratest dimap,1074.0,fdp,0.06
2020-05-07,2020-05-10,2020-05-13,7,Kantar,1559.0,fdp,0.06
2020-05-08,2020-05-10,2020-05-11,4,INSA,2061.0,fdp,0.065
2020-05-04,2020-05-06,2020-05-08,5,Forsa,2503.0,fdp,0.06
2020-05-04,2020-05-06,2020-05-06,3,Infratest dimap,1503.0,fdp,0.05
2020-04-30,2020-05-04,2020-05-06,7,Kantar,1426.0,fdp,0.05
2020-05-01,2020-05-03,2020-05-04,4,INSA,2101.0,fdp,0.06
2020-04-27,2020-04-29,2020-04-30,4,Forsa,2004.0,fdp,0.06
2020-04-22,2020-04-26,2020-04-29,8,Kantar,1443.0,fdp,0.06
2020-04-24,2020-04-26,2020-04-27,4,INSA,2071.0,fdp,0.07
2020-04-23,2020-04-26,2020-04-27,5,YouGov,1636.0,fdp,0.05
2020-04-20,2020-04-24,2020-04-27,8,GMS,1002.0,fdp,0.06
2020-04-20,2020-04-22,2020-04-24,5,Forsa,2505.0,fdp,0.06
2020-04-20,2020-04-22,2020-04-23,4,Forschungsgruppe Wahlen,1323.0,fdp,0.05
2020-04-16,2020-04-20,2020-04-22,7,Kantar,2003.0,fdp,0.06
2020-04-17,2020-04-19,2020-04-20,4,INSA,2054.0,fdp,0.07
2020-04-14,2020-04-16,2020-04-17,4,Forsa,2002.0,fdp,0.05
2020-04-14,2020-04-15,2020-04-15,2,Infratest dimap,1057.0,fdp,0.05
2020-04-09,2020-04-12,2020-04-15,7,Kantar,1534.0,fdp,0.07
2020-04-01,2020-04-08,2020-04-15,15,Allensbach,1152.0,fdp,0.06
2020-04-09,2020-04-12,2020-04-14,6,INSA,2108.0,fdp,0.07
2020-04-06,2020-04-08,2020-04-09,4,Forsa,2001.0,fdp,0.05
2020-04-06,2020-04-08,2020-04-08,3,Forschungsgruppe Wahlen,1175.0,fdp,0.05
2020-04-02,2020-04-06,2020-04-08,7,Kantar,1912.0,fdp,0.06
2020-04-03,2020-04-05,2020-04-06,4,INSA,2062.0,fdp,0.055
2020-03-30,2020-04-02,2020-04-03,5,Forsa,2506.0,fdp,0.06
2020-03-30,2020-03-31,2020-04-01,3,Infratest dimap,1502.0,fdp,0.05
2020-03-25,2020-03-29,2020-04-01,8,Kantar,1426.0,fdp,0.06
2020-03-27,2020-03-29,2020-03-30,4,YouGov,1615.0,fdp,0.06
2020-03-27,2020-03-29,2020-03-30,4,INSA,2061.0,fdp,0.065
2020-03-23,2020-03-25,2020-03-27,5,Forsa,2511.0,fdp,0.06
2020-03-23,2020-03-25,2020-03-26,4,Forschungsgruppe Wahlen,1473.0,fdp,0.06
2020-03-23,2020-03-25,2020-03-25,3,Forsa,1502.0,fdp,0.06
2020-03-18,2020-03-22,2020-03-25,8,Kantar,1441.0,fdp,0.06
2020-03-20,2020-03-22,2020-03-23,4,INSA,2070.0,fdp,0.065
2020-03-16,2020-03-19,2020-03-20,5,Forsa,2504.0,fdp,0.07
2020-03-17,2020-03-18,2020-03-18,2,Infratest dimap,1035.0,fdp,0.07
2020-03-12,2020-03-15,2020-03-18,7,Kantar,1603.0,fdp,0.07
2020-03-05,2020-03-12,2020-03-18,14,Allensbach,1219.0,fdp,0.07
2020-03-13,2020-03-15,2020-03-16,4,INSA,2049.0,fdp,0.065
2020-03-09,2020-03-11,2020-03-13,5,Forsa,2503.0,fdp,0.06
2020-03-04,2020-03-08,2020-03-11,8,Kantar,1414.0,fdp,0.07
2020-03-06,2020-03-08,2020-03-09,4,INSA,2050.0,fdp,0.065
2020-03-02,2020-03-05,2020-03-06,5,Forsa,2503.0,fdp,0.06
2020-03-03,2020-03-05,2020-03-05,3,Forschungsgruppe Wahlen,1276.0,fdp,0.06
2020-03-02,2020-03-03,2020-03-04,3,Infratest dimap,1502.0,fdp,0.06
2020-02-27,2020-03-01,2020-03-04,7,Kantar,1423.0,fdp,0.07
2020-02-28,2020-03-01,2020-03-02,4,YouGov,1632.0,fdp,0.06
